owner_cik,owned_ticker,owned_company_name,ownership_value,shares_held,filing_date,relationship_type,network_layer,is_synthetic
0001364742,UNK_466,Company_0000804328,751788636.434048,1548154,2024-03-28,equity_ownership,ownership,
0001364742,UNK_437,Company_0001108524,196708834.52964792,6627642,2024-03-15,equity_ownership,ownership,
0001364742,UNK_959,Company_0001373715,171944404.08372095,1758027,2024-05-24,equity_ownership,ownership,
0001067983,UNK_380,Company_0001045810,517425180.86403656,6959889,2024-05-16,equity_ownership,ownership,
0000315066,UNK_119,Company_0000021344,793962269.006204,8014546,2024-03-11,equity_ownership,ownership,
0001067983,UNK_647,Company_0000019617,192122544.43976673,3940506,2024-01-24,equity_ownership,ownership,
0001067983,UNK_47,Company_0000353278,35597236.29576745,5582918,2024-10-11,equity_ownership,ownership,
0001364742,UNK_840,Company_0000104169,927470658.3332584,491522,2024-05-20,equity_ownership,ownership,
0000315066,UNK_294,Company_0000316709,925072540.9041723,7115782,2024-05-21,equity_ownership,ownership,
0001067983,UNK_594,Company_0000050863,414915313.9838041,7566613,2024-08-25,equity_ownership,ownership,
0001364742,UNK_792,Company_0001373715,553357287.0483077,4948993,2024-11-13,equity_ownership,ownership,
0000315066,UNK_364,Company_0001144967,525598105.1135484,2460004,2024-03-08,equity_ownership,ownership,
0001067983,UNK_99,Company_0002012383,222559408.79961002,912873,2024-10-15,equity_ownership,ownership,
0000315066,UNK_625,Company_0001467373,628660341.2454736,5901795,2024-03-03,equity_ownership,ownership,
0001067983,UNK_592,Company_0001141391,475305639.42053586,4041470,2024-04-25,equity_ownership,ownership,
0001067983,UNK_450,Company_0001594805,24937014.62441186,9872206,2024-10-27,equity_ownership,ownership,
0001067983,UNK_616,Company_0000067088,602554365.6690022,6952181,2024-09-16,equity_ownership,ownership,
0000315066,UNK_366,Company_0000811809,54858180.01294616,6921773,2024-06-19,equity_ownership,ownership,
0000315066,UNK_941,Company_0000353278,5090416.752311276,9359403,2024-04-06,equity_ownership,ownership,
0001067983,UNK_561,Company_0000884394,280003670.49980503,7623008,2024-05-28,equity_ownership,ownership,
0001364742,UNK_75,Company_0001114448,476757064.2645742,9672628,2024-08-05,equity_ownership,ownership,
0000315066,UNK_597,Company_0001594805,371462433.83376616,1239342,2024-06-22,equity_ownership,ownership,
0001364742,UNK_660,Company_0001318605,878970826.9051851,2402917,2024-12-27,equity_ownership,ownership,
0001364742,UNK_451,Company_0000858877,175533202.17012572,1831439,2024-08-18,equity_ownership,ownership,
0001364742,UNK_224,Company_0000063908,828489353.4109505,9523073,2024-04-28,equity_ownership,ownership,
0001364742,UNK_174,Company_0000753308,628172182.1798103,5579036,2024-03-24,equity_ownership,ownership,
0001067983,UNK_103,Company_0000707549,852938623.7240332,7448093,2024-01-21,equity_ownership,ownership,
0001364742,UNK_483,Company_0000313838,931782083.3506072,9480513,2024-03-04,equity_ownership,ownership,
0001364742,UNK_599,Company_0000831001,690033637.9900668,2020798,2024-05-21,equity_ownership,ownership,
0001067983,UNK_168,Company_0001144967,973358258.4547704,8356690,2024-08-28,equity_ownership,ownership,
0001364742,UNK_369,Company_0001707925,341148743.30834013,4749006,2024-10-05,equity_ownership,ownership,
0001067983,UNK_146,Company_0000004962,142960551.03393847,910167,2024-04-25,equity_ownership,ownership,
0000315066,UNK_210,Company_0001996810,126398822.98337723,4384980,2024-12-23,equity_ownership,ownership,
0000315066,UNK_961,Company_0001045810,626874618.5990933,6032607,2024-09-16,equity_ownership,ownership,
0000315066,UNK_539,Company_0000316709,690690149.3607545,4018672,2024-03-27,equity_ownership,ownership,
0001067983,UNK_111,Company_0000895421,658515156.3632205,8270571,2024-10-13,equity_ownership,ownership,
0001364742,UNK_735,Company_0000820313,223935106.4807805,3084120,2024-02-02,equity_ownership,ownership,
0000315066,UNK_293,Company_0000804328,211570505.76033914,4982021,2024-12-01,equity_ownership,ownership,
0000315066,UNK_925,Company_0000077476,562800830.8291181,535394,2024-04-24,equity_ownership,ownership,
0000315066,UNK_125,Company_0000886982,37631579.06091948,606402,2024-11-27,equity_ownership,ownership,
0001067983,UNK_210,Company_0000040545,533220173.14892626,9890817,2024-11-11,equity_ownership,ownership,
0000315066,UNK_866,Company_0000885725,683084716.9556278,9918678,2024-06-17,equity_ownership,ownership,
0000315066,UNK_267,Company_0001543151,558029894.0114316,1807533,2024-11-15,equity_ownership,ownership,
0001364742,UNK_161,Company_0000063908,445067588.7365613,4288844,2024-09-27,equity_ownership,ownership,
0001067983,UNK_202,Company_0001326801,712235064.1750486,1348957,2024-05-07,equity_ownership,ownership,
0000315066,UNK_911,Company_0001144967,764586075.5772738,6009300,2024-12-25,equity_ownership,ownership,
0001067983,UNK_922,Company_0000012927,419857441.8282293,8862032,2024-08-05,equity_ownership,ownership,
0000315066,UNK_329,Company_0000109198,764800249.3907444,3746349,2024-02-07,equity_ownership,ownership,
0001364742,UNK_413,Company_0000354950,514241403.80953336,6294530,2024-01-25,equity_ownership,ownership,
0000315066,UNK_439,Company_0000072971,536316946.2267382,9175881,2024-05-18,equity_ownership,ownership,
0001067983,UNK_964,Company_0001730168,366460546.8859099,7541134,2024-04-24,equity_ownership,ownership,
0001067983,UNK_903,Company_0000937966,649049970.6716578,7449762,2024-03-17,equity_ownership,ownership,
0001067983,UNK_869,Company_0001373715,503680884.95833534,2574963,2024-05-21,equity_ownership,ownership,
0000315066,UNK_291,Company_0000354950,609549536.5264794,3618467,2024-07-22,equity_ownership,ownership,
0001067983,UNK_902,Company_0000858877,456790648.3898759,6387882,2024-10-23,equity_ownership,ownership,
0001067983,UNK_238,Company_0001596532,633571863.010173,1608698,2024-02-10,equity_ownership,ownership,
0001364742,UNK_844,Company_0000034088,354752891.3150625,9951816,2024-08-07,equity_ownership,ownership,
0001364742,UNK_832,Company_0000019617,811057127.129431,6425671,2024-07-03,equity_ownership,ownership,
0001067983,UNK_273,Company_0000804328,282098565.3929932,7938473,2024-04-02,equity_ownership,ownership,
0000315066,UNK_220,Company_0000820313,199330083.33963186,2378824,2024-02-01,equity_ownership,ownership,
0001364742,UNK_750,Company_0000937966,744660839.4361126,2706922,2024-12-23,equity_ownership,ownership,
0001067983,UNK_948,Company_0001326801,122091957.4257638,1096471,2024-05-17,equity_ownership,ownership,
0000315066,UNK_471,Company_0000320193,468833867.6269377,9572011,2024-03-16,equity_ownership,ownership,
0001364742,UNK_615,Company_0000732712,614208188.9106079,8503732,2024-03-25,equity_ownership,ownership,
0001364742,UNK_971,Company_0000891478,794710939.4183674,5018318,2024-09-25,equity_ownership,ownership,
0001364742,UNK_95,Company_0001045810,591478094.0194829,8321607,2024-10-21,equity_ownership,ownership,
0001067983,UNK_841,Company_0001652044,486766192.68297076,9762122,2024-12-26,equity_ownership,ownership,
0001364742,UNK_5,Company_0002012383,930493143.4754868,5641568,2024-12-09,equity_ownership,ownership,
0000315066,UNK_781,Company_0001751008,263438696.90909916,1119796,2024-05-17,equity_ownership,ownership,
0001067983,UNK_481,Company_0001744489,727290157.4891204,1333519,2024-06-20,equity_ownership,ownership,
0001067983,UNK_368,Company_0000001800,99954930.03538339,5299347,2024-12-18,equity_ownership,ownership,
0001364742,UNK_629,Company_0000012927,28530538.974357218,2015782,2024-02-19,equity_ownership,ownership,
0001067983,UNK_710,Company_0001751008,714532961.0539057,3987549,2024-02-11,equity_ownership,ownership,
0001364742,UNK_693,Company_0000059478,867238548.8987404,4256031,2024-08-19,equity_ownership,ownership,
0000315066,UNK_285,Company_0000072971,457381251.46285105,7537098,2024-05-09,equity_ownership,ownership,
0000315066,UNK_274,Company_0000811809,505546099.9852722,5558920,2024-10-15,equity_ownership,ownership,
0001067983,UNK_885,Company_0000063908,56724866.72569713,2699521,2024-07-13,equity_ownership,ownership,
0001364742,UNK_683,Company_0001707925,549777565.8402352,1026495,2024-05-09,equity_ownership,ownership,
0001067983,UNK_27,Company_0000320193,593225647.9061974,974301,2024-03-10,equity_ownership,ownership,
0001364742,UNK_747,Company_0001596532,232854109.71162513,5938953,2024-07-20,equity_ownership,ownership,
0001364742,UNK_283,Company_0000097476,740321610.9051914,9312951,2024-05-21,equity_ownership,ownership,
0001364742,UNK_117,Company_0001075531,392562501.1227942,5743856,2024-11-28,equity_ownership,ownership,
0001364742,UNK_707,Company_0000901832,686887441.0692967,5514179,2024-02-18,equity_ownership,ownership,
0000315066,UNK_667,Company_0000097745,128644289.79570118,3694137,2024-08-11,equity_ownership,ownership,
0000315066,UNK_854,Company_0000310764,162420708.74323842,8017586,2024-06-28,equity_ownership,ownership,
0001364742,UNK_732,Company_0001744489,759832426.4157032,1274164,2024-12-22,equity_ownership,ownership,
0001067983,UNK_217,Company_0001000184,175917104.94064733,736946,2024-02-05,equity_ownership,ownership,
0001364742,UNK_992,Company_0000895421,971290571.2906871,6057682,2024-01-24,equity_ownership,ownership,
0000315066,UNK_488,Company_0001467373,727833155.34434,6886063,2024-03-25,equity_ownership,ownership,
0001067983,UNK_558,Company_0001403161,490188536.68794227,4997590,2024-02-04,equity_ownership,ownership,
0001067983,UNK_804,Company_0000895421,942066113.472047,6106043,2024-05-22,equity_ownership,ownership,
0001364742,UNK_553,Company_0001751008,133574093.63687722,5141473,2024-09-18,equity_ownership,ownership,
0000315066,UNK_568,Company_0000040545,484509212.25493276,2334600,2024-09-26,equity_ownership,ownership,
0001364742,UNK_67,Company_0000101829,253243185.33130324,4442981,2024-08-18,equity_ownership,ownership,
0001067983,UNK_920,Company_0001596532,66138339.85863556,3739718,2024-11-11,equity_ownership,ownership,
0001067983,UNK_274,Company_0000097745,621245234.5536448,8062100,2024-01-12,equity_ownership,ownership,
0000315066,UNK_508,Company_0000200406,441592528.90882534,6285688,2024-11-10,equity_ownership,ownership,
0000315066,UNK_729,Company_0001467373,692120899.0929109,4782852,2024-03-09,equity_ownership,ownership,
0001067983,UNK_328,Company_0000884394,946653996.2144661,882080,2024-01-26,equity_ownership,ownership,
0000315066,UNK_200,Company_0001045810,640041982.2614588,8744595,2024-11-07,equity_ownership,ownership,
0001067983,UNK_847,Company_0000050863,382884920.36622584,9863528,2024-12-07,equity_ownership,ownership,
0000315066,UNK_872,Company_0000310158,841428673.1294576,7618762,2024-06-05,equity_ownership,ownership,
0001067983,UNK_489,Company_0001283699,510778855.3386675,3212346,2024-02-06,equity_ownership,ownership,
0001364742,UNK_613,Company_0001543151,563704484.2422037,7701721,2024-01-17,equity_ownership,ownership,
0001364742,UNK_240,Company_0000896878,842718214.3734035,4470824,2024-11-20,equity_ownership,ownership,
0001364742,UNK_228,Company_0000310158,569051945.4257146,268816,2024-07-27,equity_ownership,ownership,
0000315066,UNK_453,Company_0000101829,853360590.5362828,6827946,2024-10-05,equity_ownership,ownership,
0001067983,UNK_145,Company_0001744489,567408885.7779728,1368505,2024-03-05,equity_ownership,ownership,
0001364742,UNK_265,Company_0001321655,661157601.4484572,5936849,2024-07-02,equity_ownership,ownership,
0001067983,UNK_23,Company_0001467373,463062256.9377374,7005671,2024-12-08,equity_ownership,ownership,
0001067983,UNK_984,Company_0000310764,754829745.8929702,3748357,2024-08-15,equity_ownership,ownership,
0001364742,UNK_160,Company_0000067088,60054507.485956356,5956948,2024-04-19,equity_ownership,ownership,
0001067983,UNK_16,Company_0000019617,718350080.9193681,3845629,2024-10-11,equity_ownership,ownership,
0001067983,UNK_150,Company_0001543151,684322525.6019362,7958211,2024-06-21,equity_ownership,ownership,
0001364742,UNK_485,Company_0000012927,5950660.3779726885,3447201,2024-01-04,equity_ownership,ownership,
0000315066,UNK_782,Company_0000077476,650352204.403177,2223408,2024-02-10,equity_ownership,ownership,
0001364742,UNK_137,Company_0000318154,765014305.9814817,8001201,2024-11-28,equity_ownership,ownership,
0000315066,UNK_185,Company_0000034088,923523367.7121646,3473387,2024-04-03,equity_ownership,ownership,
0001364742,UNK_593,Company_0001403161,71716098.097409,7694572,2024-08-05,equity_ownership,ownership,
0001364742,UNK_527,Company_0001141391,917506865.9147959,3861650,2024-05-24,equity_ownership,ownership,
0000315066,UNK_559,Company_0000886982,226796688.8501112,6002609,2024-03-01,equity_ownership,ownership,
0001067983,UNK_740,Company_0001996810,445727341.03950846,3206041,2024-09-26,equity_ownership,ownership,
0001364742,UNK_353,Company_0000063908,245808196.72166583,8776420,2024-08-22,equity_ownership,ownership,
0001364742,UNK_787,Company_0001306965,675980904.4113394,1525184,2024-02-19,equity_ownership,ownership,
0000315066,UNK_467,Company_0000050863,641281081.3806705,7017009,2024-08-16,equity_ownership,ownership,
0000315066,UNK_197,Company_0001035267,738246654.5437862,772027,2024-11-12,equity_ownership,ownership,
0000315066,UNK_112,Company_0001373715,727182759.502304,5425324,2024-06-17,equity_ownership,ownership,
0000315066,UNK_230,Company_0000831001,877495737.1411188,4762352,2024-02-10,equity_ownership,ownership,
0001067983,UNK_460,Company_0001000275,166921232.24990273,9189304,2024-08-14,equity_ownership,ownership,
0001364742,UNK_153,Company_0000885725,816643132.9611499,2286012,2024-11-13,equity_ownership,ownership,
0001364742,UNK_480,Company_0001283699,113299997.91854784,4072985,2024-09-01,equity_ownership,ownership,
0001364742,UNK_372,Company_0001326801,580012218.247619,1341897,2024-07-15,equity_ownership,ownership,
0000315066,UNK_886,Company_0001144967,329079251.5947951,3507388,2024-01-20,equity_ownership,ownership,
0001364742,UNK_962,Company_0001065280,858404680.3134366,8275161,2024-09-18,equity_ownership,ownership,
0001067983,UNK_942,Company_0000909832,886740191.6476766,6580732,2024-03-02,equity_ownership,ownership,
0001067983,UNK_424,Company_0000316709,754591379.9768314,9941333,2024-02-19,equity_ownership,ownership,
0001364742,UNK_513,Company_0001067839,214740370.83045202,1198365,2024-11-10,equity_ownership,ownership,
0001067983,UNK_786,Company_0000080424,676251801.756839,911291,2024-11-09,equity_ownership,ownership,
0001067983,UNK_585,Company_0000885725,377200459.4998547,4005749,2024-02-28,equity_ownership,ownership,
0000315066,UNK_563,Company_0000004962,69781121.72112933,7360417,2024-05-13,equity_ownership,ownership,
0001067983,UNK_148,Company_0001108524,718668155.7208691,6650265,2024-11-03,equity_ownership,ownership,
0001364742,UNK_813,Company_0000723125,327882542.47517616,276601,2024-03-14,equity_ownership,ownership,
0001067983,UNK_389,Company_0001306965,215734227.99294952,2745928,2024-11-13,equity_ownership,ownership,
0001067983,UNK_150,Company_0001393818,251690050.3477216,7387656,2024-10-13,equity_ownership,ownership,
0001364742,UNK_543,Company_0000006951,280470107.552537,7306996,2024-01-04,equity_ownership,ownership,
0000315066,UNK_85,Company_0001000184,916919843.0663588,3256460,2024-03-02,equity_ownership,ownership,
0000315066,UNK_177,Company_0000811809,231996222.78581956,5856152,2024-11-05,equity_ownership,ownership,
0001067983,UNK_894,Company_0001707925,241079087.5761884,5229959,2024-05-05,equity_ownership,ownership,
0000315066,UNK_961,Company_0000051143,783148024.2986757,7031375,2024-05-01,equity_ownership,ownership,
0001067983,UNK_570,Company_0001737806,232049565.03159153,2177057,2024-02-05,equity_ownership,ownership,
0001067983,UNK_764,Company_0000316709,806261662.10605,1278291,2024-10-04,equity_ownership,ownership,
0001364742,UNK_288,Company_0000313838,26349002.259652987,7019222,2024-04-12,equity_ownership,ownership,
0001067983,UNK_621,Company_0000059478,840397320.7800572,9794644,2024-07-27,equity_ownership,ownership,
0000315066,UNK_314,Company_0000320193,408668718.71807873,7461140,2024-12-02,equity_ownership,ownership,
0000315066,UNK_503,Company_0000732717,908420032.4906884,587214,2024-07-27,equity_ownership,ownership,
0001067983,UNK_739,Company_0000200406,277491927.49144405,3590955,2024-07-10,equity_ownership,ownership,
0001364742,UNK_540,Company_0001067983,358500564.9992524,2146618,2024-07-20,equity_ownership,ownership,
